C:\Base.wmv || 1800 || 20110414 || 000000 ||
C:\Base.wmv || 1800 || 20110414 || 003000 ||
C:\Base.wmv || 1800 || 20110414 || 010000 ||
C:\Base.wmv || 1800 || 20110414 || 013000 ||
C:\Base.wmv || 1800 || 20110414 || 020000 ||
C:\Base.wmv || 1800 || 20110414 || 023000 ||
C:\Base.wmv || 1800 || 20110414 || 030000 ||
C:\Base.wmv || 1800 || 20110414 || 033000 ||
C:\Base.wmv || 1800 || 20110414 || 040000 ||
C:\Base.wmv || 1800 || 20110414 || 043000 ||
C:\Base.wmv || 1800 || 20110414 || 050000 ||
C:\Base.wmv || 1800 || 20110414 || 053000 ||
C:\Base.wmv || 1800 || 20110414 || 060000 ||
C:\Base.wmv || 1800 || 20110414 || 063000 ||
C:\Base.wmv || 1800 || 20110414 || 070000 ||
C:\Base.wmv || 1800 || 20110414 || 073000 ||
C:\Base.wmv || 1800 || 20110414 || 080000 ||
C:\Base.wmv || 1800 || 20110414 || 083000 ||
C:\Base.wmv || 1800 || 20110414 || 090000 ||
C:\Base.wmv || 1800 || 20110414 || 093000 ||
C:\Base.wmv || 1800 || 20110414 || 100000 ||
C:\Base.wmv || 1800 || 20110414 || 103000 ||
C:\Base.wmv || 1800 || 20110414 || 110000 ||
C:\Base.wmv || 1800 || 20110414 || 113000 ||
C:\Base.wmv || 1800 || 20110414 || 120000 ||
C:\Base.wmv || 1800 || 20110414 || 123000 ||
C:\Base.wmv || 1800 || 20110414 || 130000 ||
C:\Base.wmv || 1800 || 20110414 || 133000 ||
C:\Base.wmv || 1800 || 20110414 || 140000 ||
C:\Base.wmv || 1800 || 20110414 || 143000 ||
C:\Base.wmv || 1800 || 20110414 || 150000 ||
C:\Base.wmv || 1800 || 20110414 || 153000 ||
C:\Base.wmv || 1800 || 20110414 || 160000 ||
C:\Base.wmv || 1800 || 20110414 || 163000 ||
C:\Base.wmv || 1800 || 20110414 || 170000 ||
C:\Base.wmv || 1800 || 20110414 || 173000 ||
C:\Base.wmv || 1800 || 20110414 || 180000 ||
C:\Base.wmv || 1800 || 20110414 || 183000 ||
C:\Base.wmv || 1800 || 20110414 || 190000 ||
C:\Base.wmv || 1800 || 20110414 || 193000 ||
C:\Base.wmv || 1800 || 20110414 || 200000 ||
C:\Base.wmv || 1800 || 20110414 || 203000 ||
C:\Base.wmv || 1800 || 20110414 || 210000 ||
C:\Base.wmv || 1800 || 20110414 || 213000 ||
C:\Base.wmv || 1800 || 20110414 || 220000 ||
C:\Base.wmv || 1800 || 20110414 || 223000 ||
C:\Base.wmv || 1800 || 20110414 || 230000 ||
C:\Base.wmv || 1800 || 20110414 || 233000 ||
